datasetID,eventID,occurrenceID,kingdom,scientificName,scientificNameID,taxonID,identificationReferences,lifeStage,basisOfRecord,samplingProtocol,ocurrenceStatus
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Rotifera_?_?_TWINRING_150UM_MICROSCOPY_0.0001_34_2017-08-17T22:44:00,Animalia,Rotifera,urn:lsid:marinespecies.org:taxname:14260,14260,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0003_34_2017-08-17T22:44:00,Animalia,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,140223,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Microsetella_?_?_TWINRING_150UM_MICROSCOPY_0.0003_34_2017-08-17T22:44:00,Animalia,Microsetella,urn:lsid:marinespecies.org:taxname:115341,115341,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Cirripedia_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0008_34_2017-08-17T22:44:00,Animalia,Cirripedia,urn:lsid:marinespecies.org:taxname:1082,1082,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Pseudocalanus_mimus_?_?_TWINRING_150UM_MICROSCOPY_0.0012_34_2017-08-17T22:44:00,Animalia,Pseudocalanus mimus,urn:lsid:marinespecies.org:taxname:355067,355067,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Tortanus_discaudatus_?_?_TWINRING_150UM_MICROSCOPY_0.0012_34_2017-08-17T22:44:00,Animalia,Tortanus discaudatus,urn:lsid:marinespecies.org:taxname:157684,157684,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.0027_34_2017-08-17T22:44:00,Animalia,Acartia,urn:lsid:marinespecies.org:taxname:104108,104108,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Bryozoa_cyphonautes_?_TWINRING_150UM_MICROSCOPY_0.0052_34_2017-08-17T22:44:00,Animalia,Bryozoa,urn:lsid:marinespecies.org:taxname:146142,146142,WoRMS,cyphonautes,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Pseudocalanus_newmani_?_?_TWINRING_150UM_MICROSCOPY_0.0058_34_2017-08-17T22:44:00,Animalia,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,157679,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Obelia_longissima_?_?_TWINRING_150UM_MICROSCOPY_0.0059_34_2017-08-17T22:44:00,Animalia,Obelia longissima,urn:lsid:marinespecies.org:taxname:117389,117389,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.0064_34_2017-08-17T22:44:00,Animalia,Gastropoda,urn:lsid:marinespecies.org:taxname:101,101,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0081_34_2017-08-17T22:44:00,Animalia,Calanoida,urn:lsid:marinespecies.org:taxname:1100,1100,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_0.015_34_2017-08-17T22:44:00,Animalia,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,117849,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_0.0206_34_2017-08-17T22:44:00,Animalia,Centropages abdominalis,urn:lsid:marinespecies.org:taxname:196774,196774,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Euphausiacea_furcilia_?_TWINRING_150UM_MICROSCOPY_0.0224_34_2017-08-17T22:44:00,Animalia,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,1128,WoRMS,furcilia,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Brachyura_zoea_?_TWINRING_150UM_MICROSCOPY_0.0238_34_2017-08-17T22:44:00,Animalia,Brachyura,urn:lsid:marinespecies.org:taxname:106673,106673,WoRMS,zoea,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.0243_34_2017-08-17T22:44:00,Animalia,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,123084,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Pseudocalanus_male_male_TWINRING_150UM_MICROSCOPY_0.026_34_2017-08-17T22:44:00,Animalia,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,104165,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.0397_34_2017-08-17T22:44:00,Animalia,Echinodermata,urn:lsid:marinespecies.org:taxname:1806,1806,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.0531_34_2017-08-17T22:44:00,Animalia,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,104257,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.0545_34_2017-08-17T22:44:00,Animalia,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,103375,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Pseudocalanus_acuspes_?_?_TWINRING_150UM_MICROSCOPY_0.082_34_2017-08-17T22:44:00,Animalia,Pseudocalanus acuspes,urn:lsid:marinespecies.org:taxname:104514,104514,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Melicertum_octocostatum_?_?_TWINRING_150UM_MICROSCOPY_0.0878_34_2017-08-17T22:44:00,Animalia,Melicertum octocostatum,urn:lsid:marinespecies.org:taxname:117743,117743,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_0.127_34_2017-08-17T22:44:00,Animalia,Bivalvia,urn:lsid:marinespecies.org:taxname:105,105,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.1559_34_2017-08-17T22:44:00,Animalia,Calanus glacialis/marshallae,urn:lsid:marinespecies.org:taxname:196770,196770,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Ctenophora_?_?_TWINRING_150UM_MICROSCOPY_0.159_34_2017-08-17T22:44:00,Animalia,Ctenophora,urn:lsid:marinespecies.org:taxname:1248,1248,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Pseudocalanus_?_?_TWINRING_150UM_MICROSCOPY_0.1803_34_2017-08-17T22:44:00,Animalia,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,104165,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.2307_34_2017-08-17T22:44:00,Animalia,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,105440,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_0.2699_34_2017-08-17T22:44:00,Animalia,Polychaeta,urn:lsid:marinespecies.org:taxname:883,883,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Cirripedia_cyprid_?_TWINRING_150UM_MICROSCOPY_0.2771_34_2017-08-17T22:44:00,Animalia,Cirripedia,urn:lsid:marinespecies.org:taxname:1082,1082,WoRMS,cyprid,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Paguridae_zoea_?_TWINRING_150UM_MICROSCOPY_0.2792_34_2017-08-17T22:44:00,Animalia,Paguridae,urn:lsid:marinespecies.org:taxname:106738,106738,WoRMS,zoea,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Echinodermata_bipinnaria_?_TWINRING_150UM_MICROSCOPY_0.3224_34_2017-08-17T22:44:00,Animalia,Echinodermata,urn:lsid:marinespecies.org:taxname:1806,1806,WoRMS,bipinnaria,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_0.3922_34_2017-08-17T22:44:00,Animalia,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,106656,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Decapoda_megalopa_?_TWINRING_150UM_MICROSCOPY_0.4636_34_2017-08-17T22:44:00,Animalia,Decapoda,urn:lsid:marinespecies.org:taxname:1130,1130,WoRMS,megalopa,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.786_34_2017-08-17T22:44:00,Animalia,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,105440,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.4_2017-08-17T22:44:00Z,AMBON_Zooplankton_2017_ML1.4_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_1.3614_34_2017-08-17T22:44:00,Animalia,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,117849,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Rotifera_?_?_TWINRING_150UM_MICROSCOPY_1e-05_38_2017-08-10T00:41:00,Animalia,Rotifera,urn:lsid:marinespecies.org:taxname:14260,14260,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.0001_38_2017-08-10T00:41:00,Animalia,Calanus glacialis/marshallae,urn:lsid:marinespecies.org:taxname:196770,196770,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Euphausiacea_?_?_TWINRING_150UM_MICROSCOPY_0.0003_38_2017-08-10T00:41:00,Animalia,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,1128,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Gammaridae_?_?_TWINRING_150UM_MICROSCOPY_0.0003_38_2017-08-10T00:41:00,Animalia,Gammaridae,urn:lsid:marinespecies.org:taxname:101383,101383,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Cyclopoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0004_38_2017-08-10T00:41:00,Animalia,Cyclopoida,urn:lsid:marinespecies.org:taxname:1101,1101,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0004_38_2017-08-10T00:41:00,Animalia,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,140223,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Tortanus_discaudatus_?_?_TWINRING_150UM_MICROSCOPY_0.0004_38_2017-08-10T00:41:00,Animalia,Tortanus discaudatus,urn:lsid:marinespecies.org:taxname:157684,157684,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Oikopleura_vanhoeffeni_?_?_TWINRING_150UM_MICROSCOPY_0.0005_38_2017-08-10T00:41:00,Animalia,Oikopleura vanhoeffeni,urn:lsid:marinespecies.org:taxname:103417,103417,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.0009_38_2017-08-10T00:41:00,Animalia,Gastropoda,urn:lsid:marinespecies.org:taxname:101,101,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.0011_38_2017-08-10T00:41:00,Animalia,Echinodermata,urn:lsid:marinespecies.org:taxname:1806,1806,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Pseudocalanus_newmani_?_?_TWINRING_150UM_MICROSCOPY_0.0018_38_2017-08-10T00:41:00,Animalia,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,157679,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Acartia_hudsonica_?_?_TWINRING_150UM_MICROSCOPY_0.0021_38_2017-08-10T00:41:00,Animalia,Acartia hudsonica,urn:lsid:marinespecies.org:taxname:157664,157664,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Pseudocalanus_acuspes_?_?_TWINRING_150UM_MICROSCOPY_0.0021_38_2017-08-10T00:41:00,Animalia,Pseudocalanus acuspes,urn:lsid:marinespecies.org:taxname:104514,104514,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Pseudocalanus_mimus_?_?_TWINRING_150UM_MICROSCOPY_0.0024_38_2017-08-10T00:41:00,Animalia,Pseudocalanus mimus,urn:lsid:marinespecies.org:taxname:355067,355067,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Pseudocalanus_male_male_TWINRING_150UM_MICROSCOPY_0.0029_38_2017-08-10T00:41:00,Animalia,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,104165,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.0047_38_2017-08-10T00:41:00,Animalia,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,104257,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0079_38_2017-08-10T00:41:00,Animalia,Calanoida,urn:lsid:marinespecies.org:taxname:1100,1100,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Cirripedia_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0087_38_2017-08-10T00:41:00,Animalia,Cirripedia,urn:lsid:marinespecies.org:taxname:1082,1082,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.0119_38_2017-08-10T00:41:00,Animalia,Acartia,urn:lsid:marinespecies.org:taxname:104108,104108,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Euphausiacea_juvenile_?_TWINRING_150UM_MICROSCOPY_0.014_38_2017-08-10T00:41:00,Animalia,Euphausiacea,urn:lsid:marinespecies.org:taxname:1128,1128,WoRMS,juvenile,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Pseudocalanus_?_?_TWINRING_150UM_MICROSCOPY_0.0209_38_2017-08-10T00:41:00,Animalia,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,104165,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_0.0216_38_2017-08-10T00:41:00,Animalia,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,117849,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_0.0229_38_2017-08-10T00:41:00,Animalia,Polychaeta,urn:lsid:marinespecies.org:taxname:883,883,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_0.0384_38_2017-08-10T00:41:00,Animalia,Centropages abdominalis,urn:lsid:marinespecies.org:taxname:196774,196774,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Paguridae_zoea_?_TWINRING_150UM_MICROSCOPY_0.0515_38_2017-08-10T00:41:00,Animalia,Paguridae,urn:lsid:marinespecies.org:taxname:106738,106738,WoRMS,zoea,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Decapoda_megalopa_?_TWINRING_150UM_MICROSCOPY_0.0906_38_2017-08-10T00:41:00,Animalia,Decapoda,urn:lsid:marinespecies.org:taxname:1130,1130,WoRMS,megalopa,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.207_38_2017-08-10T00:41:00,Animalia,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,105440,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_0.2789_38_2017-08-10T00:41:00,Animalia,Bivalvia,urn:lsid:marinespecies.org:taxname:105,105,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.3049_38_2017-08-10T00:41:00,Animalia,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,103375,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Clione_limacina_?_?_TWINRING_150UM_MICROSCOPY_0.3427_38_2017-08-10T00:41:00,Animalia,Clione limacina,urn:lsid:marinespecies.org:taxname:139178,139178,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_0.383_38_2017-08-10T00:41:00,Animalia,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,106656,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML6.5_2017-08-10T00:41:00Z,AMBON_Zooplankton_2017_ML6.5_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.4858_38_2017-08-10T00:41:00,Animalia,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,123084,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
