eventDate,decimalLatitude,decimalLongitude,eventID,geodeticDatum,coordinateUncertaintyInMeters,minimumDepthInMeters,maximumDepthInMeters,samplingProtocol
2022-03-25,17.942074,-67.07671,San Cristobal_2022-03-25,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-04-08,17.942074,-67.07671,San Cristobal_2022-04-08,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-04-22,17.942074,-67.07671,San Cristobal_2022-04-22,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-04-29,17.942074,-67.07671,San Cristobal_2022-04-29,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-05-06,17.942074,-67.07671,San Cristobal_2022-05-06,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-05-13,17.942074,-67.07671,San Cristobal_2022-05-13,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-05-20,17.942074,-67.07671,San Cristobal_2022-05-20,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-05-27,17.942074,-67.07671,San Cristobal_2022-05-27,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-06-03,17.942074,-67.07671,San Cristobal_2022-06-03,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-06-10,17.942074,-67.07671,San Cristobal_2022-06-10,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-06-17,17.942074,-67.07671,San Cristobal_2022-06-17,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-06-24,17.942074,-67.07671,San Cristobal_2022-06-24,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-07-01,17.942074,-67.07671,San Cristobal_2022-07-01,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-07-08,17.942074,-67.07671,San Cristobal_2022-07-08,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-07-15,17.942074,-67.07671,San Cristobal_2022-07-15,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-07-22,17.942074,-67.07671,San Cristobal_2022-07-22,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-07-29,17.942074,-67.07671,San Cristobal_2022-07-29,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-08-05,17.942074,-67.07671,San Cristobal_2022-08-05,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-08-12,17.942074,-67.07671,San Cristobal_2022-08-12,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-08-19,17.942074,-67.07671,San Cristobal_2022-08-19,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-08-25,17.942074,-67.07671,San Cristobal_2022-08-25,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-09-09,17.942074,-67.07671,San Cristobal_2022-09-09,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-09-15,17.942074,-67.07671,San Cristobal_2022-09-15,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-10-14,17.942074,-67.07671,San Cristobal_2022-10-14,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-10-20,17.942074,-67.07671,San Cristobal_2022-10-20,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-10-28,17.942074,-67.07671,San Cristobal_2022-10-28,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-11-10,17.942074,-67.07671,San Cristobal_2022-11-10,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-11-18,17.942074,-67.07671,San Cristobal_2022-11-18,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-11-23,17.942074,-67.07671,San Cristobal_2022-11-23,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-12-02,17.942074,-67.07671,San Cristobal_2022-12-02,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-12-09,17.942074,-67.07671,San Cristobal_2022-12-09,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2022-12-16,17.942074,-67.07671,San Cristobal_2022-12-16,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-02-03,17.942074,-67.07671,San Cristobal_2023-02-03,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-02-10,17.942074,-67.07671,San Cristobal_2023-02-10,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-02-17,17.942074,-67.07671,San Cristobal_2023-02-17,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-02-24,17.942074,-67.07671,San Cristobal_2023-02-24,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-03-10,17.942074,-67.07671,San Cristobal_2023-03-10,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-03-17,17.942074,-67.07671,San Cristobal_2023-03-17,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-03-24,17.942074,-67.07671,San Cristobal_2023-03-24,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-03-31,17.942074,-67.07671,San Cristobal_2023-03-31,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-04-14,17.942074,-67.07671,San Cristobal_2023-04-14,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-04-20,17.942074,-67.07671,San Cristobal_2023-04-20,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-04-28,17.942074,-67.07671,San Cristobal_2023-04-28,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-05-04,17.942074,-67.07671,San Cristobal_2023-05-04,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-05-12,17.942074,-67.07671,San Cristobal_2023-05-12,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-05-19,17.942074,-67.07671,San Cristobal_2023-05-19,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-05-24,17.942074,-67.07671,San Cristobal_2023-05-24,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-06-02,17.942074,-67.07671,San Cristobal_2023-06-02,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-06-07,17.942074,-67.07671,San Cristobal_2023-06-07,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-06-16,17.942074,-67.07671,San Cristobal_2023-06-16,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-06-22,17.942074,-67.07671,San Cristobal_2023-06-22,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-06-30,17.942074,-67.07671,San Cristobal_2023-06-30,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-07-07,17.942074,-67.07671,San Cristobal_2023-07-07,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-07-14,17.942074,-67.07671,San Cristobal_2023-07-14,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-07-21,17.942074,-67.07671,San Cristobal_2023-07-21,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-07-28,17.942074,-67.07671,San Cristobal_2023-07-28,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-08-04,17.942074,-67.07671,San Cristobal_2023-08-04,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-08-11,17.942074,-67.07671,San Cristobal_2023-08-11,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-08-18,17.942074,-67.07671,San Cristobal_2023-08-18,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-08-25,17.942074,-67.07671,San Cristobal_2023-08-25,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-09-01,17.942074,-67.07671,San Cristobal_2023-09-01,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-09-08,17.942074,-67.07671,San Cristobal_2023-09-08,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-09-15,17.942074,-67.07671,San Cristobal_2023-09-15,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-09-22,17.942074,-67.07671,San Cristobal_2023-09-22,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-09-29,17.942074,-67.07671,San Cristobal_2023-09-29,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-10-06,17.942074,-67.07671,San Cristobal_2023-10-06,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-10-13,17.942074,-67.07671,San Cristobal_2023-10-13,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-10-20,17.942074,-67.07671,San Cristobal_2023-10-20,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
2023-10-27,17.942074,-67.07671,San Cristobal_2023-10-27,WGS84,unknown,0,0,"The weekly Sargassum biomass influx (kg∙m-1∙Wk-1) is quantified by transfering the Sargassum accumulated in traps to a mesh bag, and weighted on-site using an electronic fish scale. Sargassum traps are constructed with PVC pipe and plastic mesh (0.63 x 0.5 x 0.63 m; depth x width x height), deployed facing the prevailing southeasterly winds on the seaward edge."
