w,Program,Project Name,Site Name,GPS Level,Point Name,CTD Station Name,Substrate,Biotic Subclass,Biotic Community,Status,Public,Boat Lat,Boat Long,Decimal Lat,Decimal Long,Established,Survey Type,Survey Frequency,Depth_m,Primary Sampling Method,Transect Bearing,Transect Distance,Last Updated,Other Structure,Bolt,Temperature Logger,Logger Type,Notes,Student Projects
Hakai,Oceanography,MGEO,QCS04,site,NA,QCS04,ocean,NA,NA,active,yes,51 34.0620000000001,128 14.3819999999999,51.5677,-128.2397,2016,observation,annual,128,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,QCS05,site,NA,QCS05,ocean,NA,NA,active,yes,51 28.407,128 12.3499979999997,51.47345,-128.2058333,2016,observation,annual,110,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,QCS06,site,NA,QCS06,ocean,NA,NA,active,yes,51 25.1170001999999,128 3.40699800000039,51.41861667,-128.0567833,2016,observation,annual,123,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,QSD01,site,NA,QSD01,ocean,NA,NA,active,yes,51 51.2028000000001,128 21.5816999999993,51.85338,-128.359695,2016,observation,annual,155,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,KFPC01,site,NA,KFPC01,ocean,NA,NA,active,yes,51 54.0132600000001,128 25.9162200000003,51.900221,-128.431937,2016,observation,annual,12,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,GSE01,site,NA,GSE01,ocean,NA,NA,active,yes,51 55.2411600000002,128 27.8455199999996,51.920686,-128.464092,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,GSW02,site,NA,GSW02,ocean,NA,NA,active,yes,51 55.3978199999999,128 27.2356199999996,51.923297,-128.453927,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,QSD02,site,NA,QSD02,ocean,NA,NA,active,yes,51 57.4903800000001,128 21.0232200000007,51.958173,-128.350387,2016,observation,annual,180,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,GSN03,site,NA,GSN03,ocean,NA,NA,active,yes,52 0.132540000000034,128 25.4774399999997,52.002209,-128.424624,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,QSD03,site,NA,QSD03,ocean,NA,NA,active,yes,52 1.19550000000004,128 25.1264400000008,52.019925,-128.418774,2016,observation,annual,25,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,QSD04,site,NA,QSD04,ocean,NA,NA,active,yes,52 2.04756000000003,128 28.3563600000008,52.034126,-128.472606,2016,observation,annual,30,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,MCNE04,site,NA,MCNE04,ocean,NA,NA,active,yes,52 4.24806000000018,128 24.4118400000008,52.070801,-128.406864,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,MCN05,site,NA,MCN05,ocean,NA,NA,active,yes,52 3.74994000000015,128 24.7233600000004,52.062499,-128.412056,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,MCS06,site,NA,MCS06,ocean,NA,NA,active,yes,52 3.03371999999996,128 24.1535399999998,52.050562,-128.402559,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,STKR07,site,NA,STKR07,ocean,NA,NA,active,yes,52 5.00880000000009,128 21.8829599999992,52.08348,-128.364716,2016,observation,annual,6,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,ABN08,site,NA,ABN08,ocean,NA,NA,active,yes,52 1.42955999999998,128 18.0368399999998,52.023826,-128.300614,2016,observation,annual,20,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,KFPN07,site,NA,KFPN07,ocean,NA,NA,active,yes,51 57.6716999999998,128 15.6539399999997,51.961195,-128.260899,2016,observation,annual,20,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,GOLD09,site,NA,GOLD09,ocean,NA,NA,active,yes,51 54.1779000000001,128 12.7368599999994,51.902965,-128.212281,2016,observation,annual,6,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,PRUTH,site,NA,PRUTH,ocean,NA,NA,active,yes,51 39.3326328000002,128 5.43725999999992,51.65554388,-128.090621,2016,observation,annual,65,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,MAE10,site,NA,MAE10,ocean,NA,NA,active,yes,51 39.8875253999999,128 5.63381400000026,51.66479209,-128.0938969,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,MG3,site,NA,MG3,ocean,NA,NA,active,yes,51 44.0388558000001,127 59.7458819999997,51.73398093,-127.9957647,2016,observation,annual,10,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,MERC11,site,NA,MERC11,ocean,NA,NA,active,yes,51 44.6438375999999,128 4.26554399999986,51.74406396,-128.0710924,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,KC1,site,NA,KC1,ocean,NA,NA,active,yes,51 48.3994830000002,128 15.527664,51.80665805,-128.2587944,2016,observation,annual,16,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,TRQW12,site,NA,TRQW12,ocean,NA,NA,active,yes,51 48.21,128 15.2680019999997,51.8035,-128.2544667,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,TRQN13,site,NA,TRQN13,ocean,NA,NA,active,yes,51 48.5429999999999,128 14.8540019999996,51.80905,-128.2475667,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,KFPS04,site,NA,KFPS04,ocean,NA,NA,active,yes,51 40.7779979999999,128 7.02400200000056,51.6796333,-128.1170667,2016,observation,annual,13,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,KFPC06,site,NA,KFPC06,ocean,NA,NA,active,yes,51 48.6932358000001,128 14.0209739999995,51.81155393,-128.2336829,2016,observation,annual,10,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,KFPS07,site,NA,KFPS07,ocean,NA,NA,active,yes,51 41.6757534000001,128 6.82512599999995,51.69459589,-128.1137521,2016,observation,annual,60,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,CHKD14,site,NA,CHKD14,ocean,NA,NA,active,yes,51 40.4985906,128 7.07694600000025,51.67497651,-128.1179491,2016,observation,annual,4,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,NBCH01,site,NA,NBCH01,ocean,NA,NA,active,yes,51 40.0875839999999,128 8.56789800000058,51.6681264,-128.1427983,2016,observation,annual,10,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,WBCH02,site,NA,WBCH02,ocean,NA,NA,active,yes,51 39.1787411999998,128 9.89102400000036,51.65297902,-128.1648504,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Oceanography,MGEO,WBCH01,site,NA,WBCH01,ocean,NA,NA,active,yes,51 39.2199762000001,128 8.96171400000014,51.65366627,-128.1493619,2016,observation,annual,5,"CTD, water collections",NA,NA,20190509,,,,,,
Hakai,Nearshore,Pyropia,Foggy Cove,site,NA,ROCKY02,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.0245400000002,128 8.70317999999941,51.650409,-128.145053,2017,,seasonal,,,,,201710,potential dynamometer install,yes,yes,,to be installed 2018,
Hakai,Nearshore,Pyropia,Little Wolf Beach,site,NA,ROCKY04,boulder,benthic macroalgae,Pyropia spp.,active,yes,51 39.98694,128 7.90337999999963,51.666449,-128.131723,2017,,seasonal,,,,,201710,potential dynamometer install,yes,yes,,to be installed 2018,
Hakai,Nearshore,Pyropia,Nalau Pass,site,NA,ROCKY05,boulder,benthic macroalgae,Pyropia spp.,active,no,51 47.0093400000002,128 6.1688399999997,51.783489,-128.102814,2017,,seasonal,,,,,201710,potential dynamometer install,yes,yes,,to be installed 2018,
Hakai,Nearshore,Beach Seining,CHP,site,NA,CHP,sand,seagrass meadow,Zostera marina,active,yes,51 40.5816000000002,128 7.44300000000067,51.67636,-128.12405,NA,observation,seasonal,NA,beach seine,NA,NA,201710,,,,,,
Hakai,Nearshore,Beach Seining,FAN1,site,NA,FAN1,sand,seagrass meadow,Zostera marina,active,yes,52 3.64199999999983,128 24.8411999999996,52.0607,-128.41402,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,FAN3,site,NA,FAN3,sand,seagrass meadow,Zostera marina,active,yes,52 3.20819999999983,128 24.1572000000008,52.05347,-128.40262,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,FEI3,site,NA,FEI3,mud,seagrass meadow,Zostera marina,active,yes,51 42.7925999999998,127 52.2383999999997,51.71321,-127.87064,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,FEI4,site,NA,FEI4,sand,seagrass meadow,Zostera marina,active,yes,51 42.4002000000002,127 53.0819999999997,51.70667,-127.8847,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,GOG1,site,NA,GOG1,sand,seagrass meadow,Zostera marina,active,yes,51 55.5029999999999,128 28.1106000000005,51.92505,-128.46851,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,GOG4,site,NA,GOG4,sand,seagrass meadow,Zostera marina,active,yes,51 54.2382000000001,128 26.3748000000004,51.90397,-128.43958,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,HAB2,site,NA,HAB2,sand,no vegetation,,active,yes,51 39.8292000000001,128 8.20799999999963,51.66382,-128.1368,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,HAB4,site,NA,HAB4,mud,benthic macroalgae,unknown,active,yes,51 39.9178001999998,128 4.73779799999988,51.66529667,-128.0789633,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,HDO,site,NA,HDO,mud,seagrass meadow,Zostera marina,active,yes,51 39.2735999999998,128 7.80419999999935,51.65456,-128.13007,NA,observation,seasonal,NA,beach seine,NA,NA,201710,,,,,,
Hakai,Nearshore,Beach Seining,KIS1,site,NA,KIS1,sand,seagrass meadow,Zostera marina,active,yes,51 48.6584999999999,128 13.7621999999993,51.810975,-128.22937,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,KIS2,site,NA,KIS2,cobble,benthic macroalgae,unknown,active,yes,51 50.2236000000001,128 14.3508000000003,51.83706,-128.23918,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,KOE1,site,NA,KOE1,sand,no vegetation,,active,yes,51 46.4424,127 52.4598,51.77404,-127.87433,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,KOE3,site,NA,KOE3,sand,benthic macroalgae,Nereocystis luetkeana,active,yes,51 46.5359999999998,127 52.7256,51.7756,-127.87876,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,PBA,site,NA,PBA,mud,seagrass meadow,Zostera marina,active,yes,51 38.7485999999998,128 7.1568000000002,51.64581,-128.11928,NA,observation,seasonal,NA,beach seine,NA,NA,201710,,,,,,
Hakai,Nearshore,Beach Seining,PPO,site,NA,PPO,mud,seagrass meadow,Zostera marina,active,yes,51 39.4607999999999,128 6.75179999999955,51.65768,-128.11253,NA,observation,seasonal,NA,beach seine,NA,NA,201710,,,,,,
Hakai,Nearshore,Beach Seining,RIS1,site,NA,RIS1,sand,seagrass meadow,Zostera marina,active,yes,51 27.3408000000001,127 41.4611999999997,51.45568,-127.69102,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,RIS3,site,NA,RIS3,sand,seagrass meadow,Zostera marina,active,yes,51 29.1786000000002,127 45.6990000000002,51.48631,-127.76165,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,SNI1,site,NA,SNI1,mud,seagrass meadow,Zostera marina,active,yes,51 50.3052,128 3.57539999999915,51.83842,-128.05959,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,SNI2,site,NA,SNI2,cobble,benthic macroalgae,unknown,active,yes,51 49.0583999999998,128 1.80240000000083,51.81764,-128.03004,NA,observation,annual,NA,beach seine,NA,NA,201710,,,,,,Iacarella Post Doc 2017
Hakai,Nearshore,Beach Seining,SSP,site,NA,SSP,sand,seagrass meadow,Zostera marina,active,yes,51 40.8304800000002,128 6.91247999999973,51.680508,-128.115208,NA,observation,seasonal,NA,beach seine,NA,NA,201710,,,,,,
Hakai,Nearshore,Beach Seining,WFB,site,NA,WFB,sand,no vegetation,,active,yes,51 40.095,128 7.11299999999994,51.66825,-128.11855,NA,observation,seasonal,NA,beach seine,NA,NA,201710,,,,,,
Hakai,Nearshore,Temperature Logger Array,Addenbroke,site,NA,,,,,active,yes,51 36.4399799999998,127 51.8125800000004,51.607333,-127.863543,2016-10-14,observation,10 min,-5.3,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Athabaskan,site,NA,,,,,active,yes,52 1.44486000000015,128 18.0482999999998,52.024081,-128.300805,2015-09-20,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Bull Island,site,NA,,,,,active,yes,51 25.3229999999999,127 39.6970019999998,51.42205,-127.6616167,2017-09-22,observation,10 min,-3.65,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,CG Reference,site,NA,,,,,inactive,yes,51 38.5499999999999,128 4.68299999999942,51.6425,-128.07805,2016-11-14,observation,10 min,,download,NA,NA,201710,,,NA,NA,Temp Logger lost,
Hakai,Nearshore,Temperature Logger Array,Choked Interior,site,NA,,,,,active,yes,51 40.5338999999999,128 7.1213999999992,51.675565,-128.11869,2017-09-20,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Dawson 0m,site,NA,Dawsons,,,,active,yes,51 34.4399999999999,127 35.5199999999999,51.574,-127.592,2015-09-20,observation,10 min,0,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Dawson 10m,site,NA,,,,,active,yes,51 34.4399999999999,127 35.5199999999999,51.574,-127.592,2015-11-10,observation,10 min,-10,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Dawson 15m,site,NA,,,,,active,yes,51 34.4399999999999,127 35.5199999999999,51.574,-127.592,2016-06-13,observation,10 min,-15,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Dawson 1m,site,NA,,,,,active,yes,51 34.4399999999999,127 35.5199999999999,51.574,-127.592,2017-05-21,observation,10 min,-1,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Dawson 2m,site,NA,,,,,active,yes,51 34.4399999999999,127 35.5199999999999,51.574,-127.592,2016-07-02,observation,10 min,-2,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Dawson 5m,site,NA,,,,,active,yes,51 34.4399999999999,127 35.5199999999999,51.574,-127.592,2015-09-20,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Ethel Island,site,NA,,,,,active,yes,51 33.2449997999998,127 31.6589999999997,51.55408333,-127.52765,2017-09-22,observation,10 min,-5.1,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Fifth Beach Rocky Intertidal,site,NA,,,,,active,yes,51 38.3987676,128 9.36468000000048,51.63997946,-128.156078,2017-05-29,observation,10 min,2.2,download,NA,NA,201801,Temperature Logger Cage,,yes,Tidbit,changed to match RI site,
Hakai,Nearshore,Temperature Logger Array,Fish Egg - South Herring,site,NA,FHE02,,,,active,yes,51 36.5329997999999,127 45.8890019999998,51.60888333,-127.7648167,2015-09-17,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Flat Island,site,NA,,,,,active,yes,51 40.4689998000001,128 7.41799799999967,51.67448333,-128.1236333,2016-10-14,observation,10 min,-3.5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Foggy Cove Pyropia,site,NA,,,,,active,yes,51 38.9969999999998,128 8.67900000000077,51.64995,-128.14465,2017-04-19,observation,10 min,5.2,download,NA,NA,201710,,,NA,NA,,
Hakai,Nearshore,Temperature Logger Array,Foggy Cove Pyropia high,site,NA,,,,,active,yes,51 39.0289998,128 8.66899799999942,51.65048333,-128.1444833,2017-05-18,observation,10 min,1.6,download,NA,NA,201710,,,NA,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Foggy Cove Pyropia mid,site,NA,,,,,active,yes,51 39.0289998,128 8.66899799999942,51.65048333,-128.1444833,2017-05-18,observation,10 min,1.5,download,NA,NA,201710,,,NA,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Foggy Cove Pyropia_low,site,NA,,,,,active,yes,51 39.0289998,128 8.66899799999942,51.65048333,-128.1444833,2017-05-18,observation,10 min,1.2,download,NA,NA,201710,,,NA,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Golden,site,NA,,,,,active,yes,51 54.1780052248261,128 12.7727074884007,51.90296675,-128.2128785,2015-09-16,observation,10 min,-4.8,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Goose SE,site,NA,SEA_6,,,,active,yes,51 55.5520001999999,128 27.1600020000005,51.92586667,-128.4526667,2016-10-12,observation,10 min,-2.5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Goose SW,site,NA,SEA_7,,,,active,yes,51 55.3881000000001,128 27.8740020000004,51.923135,-128.4645667,2015-09-16,observation,10 min,-3,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Kelpie Point,site,NA,,,,,active,yes,51 44.0337972427922,127 59.7962794279803,51.73389662,-127.9966047,2016-09-19,observation,10 min,-4.8,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Kildidt - North Herring,site,NA,KILU03,,,,active,yes,51 52.18422,128 9.54360000000065,51.869737,-128.15906,2016-10-12,observation,10 min,-5,download,NA,NA,201805,,,yes,Tidbit,"Updated Waypoint 2019-05. Old info: Location updated 08/28/2018 by Ondine Pontier, On a rock in the middle of nowhere at 8.7m at high tide. Original location was 51.869882, -128.158826",
Hakai,Nearshore,Temperature Logger Array,Kildidt Pyropia,site,NA,,,,,active,yes,51 47.478,128 6.80899800000077,51.7913,-128.1134833,2017-04-15,observation,10 min,4.7,download,NA,NA,201710,,,NA,NA,,
Hakai,Nearshore,Temperature Logger Array,Koeye Midstream,site,NA,,,,,active,yes,51 46.8329999999999,127 51.7720019999999,51.78055,-127.8628667,2017-09-25,observation,10 min,-1.8,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Koeye Midstream,site,NA,,,,,inactive,yes,51 46.6769999999998,127 51.189,51.77795,-127.85315,2015-09-19,observation,10 min,-2,download,NA,NA,201710,,,no,NA,inactive,
Hakai,Nearshore,Temperature Logger Array,Koeye Mouth,site,NA,KWY01,,,,active,yes,51 46.4269998,127 52.7640000000002,51.77378333,-127.8794,2015-09-17,observation,10 min,-5.4,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Koeye Upstream,site,NA,,,,,inactive,yes,51 46.6679999999999,127 50.6050020000004,51.7778,-127.8434167,2015-09-19,observation,10 min,-1,download,NA,NA,201710,,,no,NA,,
Hakai,Nearshore,Temperature Logger Array,Kwakshua Mouth,site,NA,,,,,active,yes,51 38.7471432,127 57.6651240000001,51.64578572,-127.9610854,2017-09-19,observation,10 min,-5.1,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Kwakume Inlet,site,NA,KME03,,,,active,yes,51 42.2584980000001,127 52.5773999999998,51.7043083,-127.87629,2016-10-16,observation,10 min,-6,download,NA,NA,201905,,,yes,Tidbit,Updated waypoint location,
Hakai,Nearshore,Temperature Logger Array,Little Wolf Pyropia,site,NA,,,,,active,yes,51 39.9319998000001,128 7.82400000000052,51.66553333,-128.1304,2017-05-20,observation,10 min,3.24,download,NA,NA,201710,,,NA,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Little Wolf Pyropia,site,NA,,,,,active,yes,51 39.9319998000001,128 7.82400000000052,51.66553333,-128.1304,2017-05-20,observation,10 min,2.45,download,NA,NA,201710,,,NA,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Little Wolf Pyropia,site,NA,,,,,active,yes,51 39.9319998000001,128 7.82400000000052,51.66553333,-128.1304,2017-05-20,observation,10 min,2.68,download,NA,NA,201710,,,NA,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Manley,site,NA,,,,,active,yes,51 48.0559998,128 11.9760000000002,51.80093333,-128.1996,2016-10-13,observation,10 min,-3,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Martin Beach,site,NA,,,,,active,yes,51 39.9379997999999,128 4.68299999999942,51.66563333,-128.07805,2016-11-12,observation,10 min,2,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,McMullin Macro,site,NA,,,,,inactive,yes,52 3.47800019999994,128 24.1379999999998,52.05796667,-128.4023,2015-09-16,observation,10 min,-5,download,NA,NA,201710,,,NA,NA,Temp Logger removed,
Hakai,Nearshore,Temperature Logger Array,McMullin NE,site,NA,,,,,active,yes,52 4.22800020000011,128 24.4009979999998,52.07046667,-128.4066833,2016-09-15,observation,10 min,,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,McMullin North,site,NA,,,,,inactive,yes,52 3.78100020000019,128 24.708,52.06301667,-128.4118,2015-09-16,observation,10 min,-5,download,NA,NA,201710,,,NA,NA,Temp Logger removed,
Hakai,Nearshore,Temperature Logger Array,McMullin South,site,NA,SEA_9,,,,active,yes,52 3.00865156634998,128 24.1844945613008,52.05014419,-128.4030749,2016-09-15,observation,10 min,-4.5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Meay Macro,site,NA,,,,,active,yes,51 39.8687999999999,128 5.72999999999922,51.66448,-128.0955,2014-06-01,observation,10 min,,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Mercury,site,NA,,,,,active,yes,51 44.6339999999998,128 4.26491999999939,51.7439,-128.071082,2015-09-16,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Mustang - North Herring,site,NA,NLU02,,,,active,yes,51 48.780428830344,128 3.18839633387995,51.81300715,-128.0531399,2015-09-17,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Nalau,site,NA,,,,,active,yes,51 47.0522400000002,128 5.88167999999996,51.784204,-128.098028,2016-10-15,observation,10 min,-4.6,download,NA,NA,201710,,,yes,Pendant,subtidal Nalau logger,
Hakai,Nearshore,Temperature Logger Array,Nalau Pass Pyropia,site,NA,,,,,active,yes,51 47.0399999999999,128 6.07900200000074,51.784,-128.1013167,2017-05-17,observation,10 min,2.3,download,NA,NA,201710,,,NA,ibutton,"temp logger previously here, may be replaced?",
Hakai,Nearshore,Temperature Logger Array,Nalau Pass Pyropia,site,NA,,,,,active,yes,51 47.0399999999999,128 6.07900200000074,51.784,-128.1013167,2017-05-17,observation,10 min,1.67,download,NA,NA,201710,,,NA,ibutton,"temp logger previously here, may be replaced?",
Hakai,Nearshore,Temperature Logger Array,Nalau Pass Pyropia,site,NA,,,,,active,yes,51 47.0399999999999,128 6.07900200000074,51.784,-128.1013167,2017-05-17,observation,10 min,2,download,NA,NA,201710,,,NA,ibutton,"temp logger previously here, may be replaced?",
Hakai,Nearshore,Temperature Logger Array,Namu - North Herring,site,NA,NMU03,,,,active,yes,51 51.9704999999999,127 51.8738999999999,51.866175,-127.864565,2015-09-19,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,North Beach,site,NA,,,,,active,yes,51 40.045752,128 8.40208799999971,51.6674292,-128.1400348,2015-09-15,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,North Beach Rocky Intertidal,site,NA,,,,,active,yes,51 39.9237072,128 8.10469200000057,51.66539512,-128.1350782,2017-05-30,observation,10 min,2.12,download,NA,NA,201710,Temperature Logger Cage,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Piles Beach,site,NA,,,,,active,yes,51 38.6460000000001,128 5.2109999999999,51.6441,-128.08685,2016-11-13,observation,10 min,2,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Pruth Bay1,site,NA,,,,,active,yes,51 38.8414571522699,128 7.12858224557976,51.64735762,-128.1188097,2015-09-17,observation,10 min,-5,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Pruth Bay2,site,NA,,,,,active,yes,51 38.8414571522699,128 7.12858224557976,51.64735762,-128.1188097,2016-10-16,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Pruth Pocket,site,NA,,,,,active,yes,51 39.5470002000002,128 6.96400200000028,51.65911667,-128.1160667,2016-10-16,observation,10 min,-5,download,NA,NA,201710,,,yes,Pendant,,
Hakai,Nearshore,Temperature Logger Array,Quadra Fucus North,site,NA,,,,,active,yes,0 0,0 0,0,0,2017-09-15,observation,10 min,,download,NA,NA,201710,,,yes,Tidbit,,
Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 1,site,NA,,,,,active,yes,50 6.94379999999995,125 13.2330000000002,50.11573,-125.22055,2017-09-20,observation,10 min,,download,NA,NA,201710,,,yes,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 2,site,NA,,,,,active,yes,50 6.94320000000019,125 13.2365999999996,50.11572,-125.22061,2017-09-20,observation,10 min,,download,NA,NA,201710,,,yes,ibutton,,
Hakai,Nearshore,Temperature Logger Array,Quadra Fucus Quadrat 3,site,NA,,,,,active,yes,50 6.94140000000004,125 13.2360000000003,50.11569,-125.2206,2017-09-20,observation,10 min,,download,NA,NA,201710,,,yes,ibutton,,
