"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","collector","hakai_id","sample_type","depth","transect_dist","collected_start","collected_end","bag_uid","bag_number","density_range","substrate","patchiness","adj_habitat_1","adj_habitat_2","sample_collected","vegetation_1","vegetation_2","comments","quality_log"
"508","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6",2017-08-27,6,"angeleen,carolyn","zach","8951","seagrass_habitat",1.2,"0 - 5",2017-08-27 17:08:46,2017-08-27 17:11:54,"8951",1027,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Bob: bag 3201, uid 10200"
"509","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6",2017-08-27,6,"angeleen,carolyn","zach","2017-08-27_TRIQUET_BAY_INTERIOR6_5 - 10","seagrass_habitat",1.2,"5 - 10",2017-08-27 17:08:46,2017-08-27 17:11:54,"2017-08-27_TRIQUET_BAY_INTERIOR6_5 - 10",NA,NA,"sand",NA,"seagrass",NA,FALSE,NA,NA,NA,NA
"510","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6",2017-08-27,6,"angeleen,carolyn","zach","10218","seagrass_habitat",1.3,"10 - 15",2017-08-27 17:08:46,2017-08-27 17:11:54,"10218",66,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Bgb uid : 10209"
"511","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6",2017-08-27,6,"angeleen,carolyn","zach","2017-08-27_TRIQUET_BAY_INTERIOR6_15 - 20","seagrass_habitat",1.3,"15 - 20",2017-08-27 17:08:46,2017-08-27 17:11:54,"2017-08-27_TRIQUET_BAY_INTERIOR6_15 - 20",NA,NA,"sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA
"512","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6",2017-08-27,6,"angeleen,carolyn","zach","10069","seagrass_habitat",1.3,"20 - 25",2017-08-27 17:08:46,2017-08-27 17:11:54,"10069",3226,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Bgb uid 10199"
"513","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR6",2017-08-27,6,"angeleen,carolyn","zach","7042","seagrass_habitat",1.4,"25 - 30",2017-08-27 17:08:46,2017-08-27 17:11:54,"7042",62,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Bgb uid 10210"
"514","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2017-08-27,2,"angeleen,carolyn","zach","10064","seagrass_habitat",4.8,"0 - 5",2017-08-27 21:15:03,2017-08-27 21:20:12,"10064",3208,NA,"sand,shell hash","< 1","sand",NA,TRUE,"saclat",NA,NA,"1: Bgb uid 10065"
"515","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2017-08-27,2,"angeleen,carolyn","zach","2017-08-27_TRIQUET_BAY_EDGE2_5 - 10","seagrass_habitat",5.3,"5 - 10",2017-08-27 21:15:03,2017-08-27 21:20:12,"2017-08-27_TRIQUET_BAY_EDGE2_5 - 10",NA,NA,"sand,shell hash","1 - 2","sand",NA,FALSE,"des","saclat",NA,NA
"516","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2017-08-27,2,"angeleen,carolyn","zach","10050","seagrass_habitat",5.5,"10 - 15",2017-08-27 21:15:03,2017-08-27 21:20:12,"10050",3554,NA,"sand,shell hash","1 - 2","sand",NA,TRUE,"des",NA,NA,"1: Bgb uid 10068"
"517","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2017-08-27,2,"angeleen,carolyn","zach","2017-08-27_TRIQUET_BAY_EDGE2_15 - 20","seagrass_habitat",5.5,"15 - 20",2017-08-27 21:15:03,2017-08-27 21:20:12,"2017-08-27_TRIQUET_BAY_EDGE2_15 - 20",NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,"des",NA,NA,NA
"518","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_EDGE2",2017-08-27,2,"angeleen,carolyn","zach","10054","seagrass_habitat",5.6,"20 - 25",2017-08-27 21:15:03,2017-08-27 21:20:12,"10054",3533,NA,"sand,shell hash","< 1","sand",NA,TRUE,"des",NA,NA,"1: Bgb 08921"
"519","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-11-22,2,"gillian","zach","10893","seagrass_habitat",6,"0 - 5",2017-11-22 18:54:52,2017-11-22 18:57:08,"10893",3507,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,"1: Flowering shoots 0 for entire transects"
"520","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-11-22,2,"gillian","zach","2017-11-22_CHOKED_PASS_EDGE2_5 - 10","seagrass_habitat",6,"5 - 10",2017-11-22 18:54:52,2017-11-22 18:57:08,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,NA,NA,NA,NA
"521","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-11-22,2,"gillian","zach","11181","seagrass_habitat",5.9,"10 - 15",2017-11-22 18:54:52,2017-11-22 18:57:08,"11181",6010,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,NA
"522","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-11-22,2,"gillian","zach","2017-11-22_CHOKED_PASS_EDGE2_15 - 20","seagrass_habitat",5.9,"15 - 20",2017-11-22 18:54:52,2017-11-22 18:57:08,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,NA,NA,NA,NA
"523","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-11-22,2,"gillian","zach","2017-11-22_CHOKED_PASS_EDGE2_20 - 25","seagrass_habitat",6,"20 - 25",2017-11-22 18:54:52,2017-11-22 18:57:08,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,NA,NA,NA,NA
"524","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-11-22,2,"gillian","zach","11186","seagrass_habitat",5.8,"25 - 30",2017-11-22 18:54:52,2017-11-22 18:57:08,"11186",10,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,NA
"525","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-05-19,2,"gillian,gillian.sadlierbrown","kyle","7065","seagrass_habitat",5.2,"0 - 5",2017-05-19 17:28:21,2017-05-19 17:32:34,"7065",907,NA,"sand,shell hash","< 1","sand",NA,TRUE,"flat red",NA,NA,NA
"526","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-05-19,2,"gillian,gillian.sadlierbrown","kyle","2017-05-19_CHOKED_PASS_EDGE2_5 - 10","seagrass_habitat",5.2,"5 - 10",2017-05-19 17:28:21,2017-05-19 17:32:34,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,"flat red",NA,NA,NA
"527","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-05-19,2,"gillian,gillian.sadlierbrown","kyle","7111","seagrass_habitat",5.2,"10 - 15",2017-05-19 17:28:21,2017-05-19 17:32:34,"7111",359,NA,NA,NA,"sand",NA,TRUE,"flat red","des",NA,NA
"528","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-05-19,2,"gillian,gillian.sadlierbrown","kyle","2017-05-19_CHOKED_PASS_EDGE2_15 - 20","seagrass_habitat",5.2,"15 - 20",2017-05-19 17:28:21,2017-05-19 17:32:34,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,"flat red",NA,NA,NA
"529","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-05-19,2,"gillian,gillian.sadlierbrown","kyle","7117","seagrass_habitat",5.3,"20 - 25",2017-05-19 17:28:21,2017-05-19 17:32:34,"7117",1015,NA,"sand,shell hash","< 1","sand",NA,TRUE,"flat red",NA,NA,NA
"530","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2017-05-19,2,"gillian,gillian.sadlierbrown","kyle","7106","seagrass_habitat",5.4,"25 - 30",2017-05-19 17:28:21,2017-05-19 17:32:34,"7106",351,NA,"sand,shell hash","< 1","sand",NA,TRUE,"flat red",NA,NA,NA
"531","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-05-21,3,"angeleen,gillian","kyle","7068","seagrass_habitat",3.5,"0 - 5",2017-05-21 17:07:46,2017-05-21 17:12:54,"7068",104,NA,"shell hash","1 - 2",NA,NA,TRUE,NA,NA,NA,NA
"532","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-05-21,3,"angeleen,gillian","kyle","2017-05-21_KOEYE_ESTUARY_EDGE3_5 - 10","seagrass_habitat",3.5,"5 - 10",2017-05-21 17:07:46,2017-05-21 17:12:54,NA,NA,NA,"shell hash,gravel","3 - 4",NA,NA,FALSE,NA,NA,NA,NA
"533","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-05-21,3,"angeleen,gillian","kyle","7095","seagrass_habitat",3.7,"10 - 15",2017-05-21 17:07:46,2017-05-21 17:12:54,"7095",330,NA,"shell hash,gravel","2 - 3",NA,NA,TRUE,NA,NA,NA,NA
"534","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-05-21,3,"angeleen,gillian","kyle","2017-05-21_KOEYE_ESTUARY_EDGE3_15 - 20","seagrass_habitat",3.5,"15 - 20",2017-05-21 17:07:46,2017-05-21 17:12:54,NA,NA,NA,"shell hash,gravel","< 1",NA,NA,FALSE,NA,NA,NA,NA
"535","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-05-21,3,"angeleen,gillian","kyle","7078","seagrass_habitat",3.5,"20 - 25",2017-05-21 17:07:46,2017-05-21 17:12:54,"7078",303,NA,"shell hash,gravel","1 - 2",NA,NA,TRUE,NA,NA,NA,NA
"536","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-05-21,3,"angeleen,gillian","kyle","7093","seagrass_habitat",3.5,"25 - 30",2017-05-21 17:07:46,2017-05-21 17:12:54,"7093",720,NA,"shell hash,gravel","2 - 3",NA,NA,TRUE,NA,NA,NA,NA
"537","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-06-12,3,"gillian","kyle","8931","seagrass_habitat",4.2,"0 - 5",2017-06-13 00:00:32,2017-06-13 00:04:41,"8931",816,NA,"shell hash,gravel","1 - 2","sand",NA,TRUE,NA,NA,NA,NA
"538","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-06-12,3,"gillian","kyle","2017-06-12_KOEYE_ESTUARY_EDGE3_5 - 10","seagrass_habitat",4.4,"5 - 10",2017-06-13 00:00:32,2017-06-13 00:04:41,NA,NA,NA,"shell hash,gravel","4 - 5","sand",NA,FALSE,NA,NA,NA,NA
"539","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-06-12,3,"gillian","kyle","8942","seagrass_habitat",4.4,"10 - 15",2017-06-13 00:00:32,2017-06-13 00:04:41,"8942",308,NA,"shell hash,gravel","1 - 2","sand",NA,TRUE,NA,NA,NA,NA
"540","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-06-12,3,"gillian","kyle","2017-06-12_KOEYE_ESTUARY_EDGE3_15 - 20","seagrass_habitat",4.4,"15 - 20",2017-06-13 00:00:32,2017-06-13 00:04:41,NA,NA,NA,"shell hash,gravel","1 - 2","sand",NA,FALSE,NA,NA,NA,NA
"541","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-06-12,3,"gillian","kyle","8941","seagrass_habitat",4.5,"20 - 25",2017-06-13 00:00:32,2017-06-13 00:04:41,"8941",911,NA,"shell hash,gravel","1 - 2","sand",NA,TRUE,NA,NA,NA,NA
"542","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE3",2017-06-12,3,"gillian","kyle","8932","seagrass_habitat",4.7,"25 - 30",2017-06-13 00:00:32,2017-06-13 00:04:41,"8932",626,NA,"shell hash,gravel","4 - 5","sand",NA,TRUE,NA,NA,NA,NA
"543","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5",2017-08-29,5,"angeleen","zach","10061","seagrass_habitat",4,"0 - 5",2017-08-29 21:40:04,2017-08-29 21:50:11,"10061",70,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Below ground uid 08906"
"544","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5",2017-08-29,5,"angeleen","zach","10028","seagrass_habitat",4,"5 - 10",2017-08-29 21:40:04,2017-08-29 21:50:11,"10028",724,NA,"sand",NA,"seagrass",NA,TRUE,"ulva",NA,NA,NA
"545","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5",2017-08-29,5,"angeleen","zach","10071","seagrass_habitat",4.1,"10 - 15",2017-08-29 21:40:04,2017-08-29 21:50:11,"10071",3004,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Below ground uid 10077"
"546","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5",2017-08-29,5,"angeleen","zach","10141","seagrass_habitat",4.1,"15 - 20",2017-08-29 21:40:04,2017-08-29 21:50:11,"10141",721,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"547","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5",2017-08-29,5,"angeleen","zach","10046","seagrass_habitat",4.4,"20 - 25",2017-08-29 21:40:04,2017-08-29 21:50:11,"10046",53,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Below ground uid 10018"
"548","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR5",2017-08-29,5,"angeleen","zach","10047","seagrass_habitat",4.4,"25 - 30",2017-08-29 21:40:04,2017-08-29 21:50:11,"10047",805,NA,"sand","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Below ground uid 10164"
"549","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE1",2017-08-30,1,"gillian","zach","10004","seagrass_habitat",4,"0 - 5",2017-08-30 19:43:36,2017-08-30 19:48:59,"10004",57,NA,"sand","2 - 3","standing kelp",NA,TRUE,"phyllospadix 60",NA,NA,"1: Below ground uid 10014"
"550","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE1",2017-08-30,1,"gillian","zach","2017-08-30_MCMULLIN_SOUTH_EDGE1_5 - 10","seagrass_habitat",4.4,"5 - 10",2017-08-30 19:43:36,2017-08-30 19:48:59,NA,NA,NA,"sand","4 - 5","standing kelp",NA,FALSE,"phyllospadix 100",NA,NA,NA
"551","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE1",2017-08-30,1,"gillian","zach","10256","seagrass_habitat",4.4,"10 - 15",2017-08-30 19:43:36,2017-08-30 19:48:59,"10256",3553,NA,"sand","2 - 3","standing kelp",NA,TRUE,"phyllospadix 60",NA,NA,"1: Shoot collection at ~ 5m. Below ground uid 11006"
"552","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE1",2017-08-30,1,"gillian","zach","2017-08-30_MCMULLIN_SOUTH_EDGE1_15 - 20","seagrass_habitat",4.3,"15 - 20",2017-08-30 19:43:36,2017-08-30 19:48:59,NA,NA,NA,"sand","< 1","standing kelp",NA,FALSE,"phyllospadix 20",NA,NA,NA
"553","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE1",2017-08-30,1,"gillian","zach","11113","seagrass_habitat",4,"20 - 25",2017-08-30 19:43:36,2017-08-30 19:48:59,"11113",3524,NA,"sand","< 1","standing kelp",NA,TRUE,NA,NA,NA,"1: Below ground uid 11005"
"554","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE1",2017-08-30,1,"gillian","zach","11007","seagrass_habitat",3.9,"25 - 30",2017-08-30 19:43:36,2017-08-30 19:48:59,"11007",3203,NA,"sand","< 1","standing kelp",NA,TRUE,NA,NA,NA,"1: Below ground uid 10811"
"555","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-08-20,4,"Zach","Kyle","2556","seagrass_habitat",4,"25 - 30",2016-08-20 22:08:43,2016-08-20 22:16:28,"2556",303,"60 - 80","sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"556","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-08-20,4,"Zach","Kyle","2698","seagrass_habitat",4.6,"10 - 15",2016-08-20 22:08:43,2016-08-20 22:16:28,"2698",303,"> 80","sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"557","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-08-20,4,"Zach","Kyle","2746","seagrass_habitat",4.1,"20 - 25",2016-08-20 22:08:43,2016-08-20 22:16:28,"2746",724,"> 80","sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"558","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-08-20,4,"Zach","Kyle","2747","seagrass_habitat",4.6,"0 - 5",2016-08-20 22:08:43,2016-08-20 22:16:28,"2747",23,"60 - 80","sand,gravel,detritus","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"559","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2018-02-19,5,"gillian","ben","10886","seagrass_habitat",3.1,"0 - 5",2018-02-19 23:11:12,2018-02-20 23:16:24,"10886",22,NA,"mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"560","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2018-02-19,5,"gillian","ben","2018-02-19_PRUTH_BAY_INTERIOR5_5 - 10","seagrass_habitat",3.2,"5 - 10",2018-02-19 23:11:12,2018-02-20 23:16:24,NA,NA,NA,"mud,sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA
"561","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2018-02-19,5,"gillian","ben","2018-02-19_PRUTH_BAY_INTERIOR5_10 - 15","seagrass_habitat",3.2,"10 - 15",2018-02-19 23:11:12,2018-02-20 23:16:24,NA,NA,NA,"mud,sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA
"562","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2018-02-19,5,"gillian","ben","10884","seagrass_habitat",3.2,"15 - 20",2018-02-19 23:11:12,2018-02-20 23:16:24,"10884",925,NA,"mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"563","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2018-02-19,5,"gillian","ben","2018-02-19_PRUTH_BAY_INTERIOR5_20 - 25","seagrass_habitat",3.2,"20 - 25",2018-02-19 23:11:12,2018-02-20 23:16:24,NA,NA,NA,"mud,sand","< 1","seagrass",NA,FALSE,NA,NA,NA,NA
"564","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2018-02-19,5,"gillian","ben","11195","seagrass_habitat",3.2,"25 - 30",2018-02-19 23:11:12,2018-02-20 23:16:24,"11195",3354,NA,"mud,sand","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"565","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2016-06-18,2,"Derek","Other","554","seagrass_habitat",3.1,"0 - 5",2016-06-18 20:49:41,2016-06-18 21:10:53,"554",60,"43240","sand,pebble","43163","sand",NA,TRUE,NA,NA,NA,NA
"566","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2016-06-18,2,"Derek","Other","573","seagrass_habitat",3.8,"25 - 30",2016-06-18 20:49:41,2016-06-18 21:10:53,"573",24,"20 - 60","sand,shell hash","43102","sand",NA,TRUE,NA,NA,NA,NA
"567","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2017-07-06,7,"gillian","kyle","2714","seagrass_habitat",3.8,"0 - 5",2017-07-06 11:04:48,2017-07-06 23:09:33,"2714",811,NA,"sand,shell hash","< 1","standing kelp",NA,TRUE,"des","ulva",NA,"1: Flowering shoots = 1"
"568","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2017-07-06,7,"gillian","kyle","2017-07-06_CHOKED_PASS_EDGE7_5 - 10","seagrass_habitat",3.9,"5 - 10",2017-07-06 11:04:48,2017-07-06 23:09:33,NA,NA,NA,"sand,shell hash","< 1","standing kelp",NA,FALSE,"des",NA,NA,"1: Flowering shoots 1"
"569","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2017-07-06,7,"gillian","kyle","2731","seagrass_habitat",4,"10 - 15",2017-07-06 11:04:48,2017-07-06 23:09:33,"2731",912,NA,"sand,shell hash","< 1","standing kelp",NA,TRUE,"des",NA,NA,NA
"570","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2017-07-06,7,"gillian","kyle","2017-07-06_CHOKED_PASS_EDGE7_15 - 20","seagrass_habitat",4.1,"15 - 20",2017-07-06 11:04:48,2017-07-06 23:09:33,NA,NA,NA,"sand,shell hash","< 1","standing kelp",NA,FALSE,"des","saclat",NA,NA
"571","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2017-07-06,7,"gillian","kyle","2348","seagrass_habitat",4.1,"20 - 25",2017-07-06 11:04:48,2017-07-06 23:09:33,"2348",1028,NA,"sand,shell hash","< 1","standing kelp",NA,TRUE,"des",NA,NA,NA
"572","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2017-07-06,7,"gillian","kyle","2708","seagrass_habitat",4.2,"25 - 30",2017-07-06 11:04:48,2017-07-06 23:09:33,"2708",931,NA,"sand,shell hash","< 1","standing kelp",NA,TRUE,"des",NA,NA,NA
"573","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5",2018-05-24,5,"carolyn","zach","11177","seagrass_habitat",3.8,"0 - 5",2018-05-24 17:40:08,2018-05-24 17:45:13,"11177",3517,NA,"sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"574","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5",2018-05-24,5,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR5_5 - 10","seagrass_habitat",3.9,"5 - 10",2018-05-24 17:40:08,2018-05-24 17:45:13,NA,NA,NA,"sand,gravel","2 - 3","seagrass",NA,FALSE,NA,NA,NA,NA
"575","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5",2018-05-24,5,"carolyn","zach","11008","seagrass_habitat",3.8,"10 - 15",2018-05-24 17:40:08,2018-05-24 17:45:13,"11008",3547,NA,"sand,gravel","1 - 2","seagrass",NA,TRUE,NA,NA,NA,NA
"576","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5",2018-05-24,5,"carolyn","zach","2018-05-24_KOEYE_ESTUARY_INTERIOR5_15 - 20","seagrass_habitat",3.9,"15 - 20",2018-05-24 17:40:08,2018-05-24 17:45:13,NA,NA,NA,"sand,gravel","< 1","seagrass",NA,FALSE,NA,NA,NA,NA
"577","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5",2018-05-24,5,"carolyn","zach","10887","seagrass_habitat",3.9,"20 - 25",2018-05-24 17:40:08,2018-05-24 17:45:13,"10887",6019,NA,"sand,gravel","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"578","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR5",2018-05-24,5,"carolyn","zach","10956","seagrass_habitat",3.9,"25 - 30",2018-05-24 17:40:08,2018-05-24 17:45:13,"10956",3539,NA,"sand,cobble","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"579","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2018-05-23,4,"carolyn","derek","11054","seagrass_habitat",5.6,"0 - 5",2018-05-24 22:48:06,2018-05-24 22:52:17,"11054",3557,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des","pyro",NA,NA
"580","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2018-05-23,4,"carolyn","derek","2018-05-23_CHOKED_PASS_INTERIOR4_5 - 10","seagrass_habitat",5.7,"5 - 10",2018-05-24 22:48:06,2018-05-24 22:52:17,NA,NA,NA,"sand,shell hash","< 1","seagrass",NA,FALSE,"des","ulva",NA,NA
"581","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2018-05-23,4,"carolyn","derek","11143","seagrass_habitat",6,"10 - 15",2018-05-24 22:48:06,2018-05-24 22:52:17,"11143",1031,NA,"sand,shell hash","1 - 2","seagrass",NA,TRUE,"des","pyro",NA,NA
"582","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2018-05-23,4,"carolyn","derek","2018-05-23_CHOKED_PASS_INTERIOR4_15 - 20","seagrass_habitat",6.1,"15 - 20",2018-05-24 22:48:06,2018-05-24 22:52:17,NA,NA,NA,"sand,shell hash","< 1","seagrass",NA,FALSE,"des","pyro",NA,NA
"583","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2018-05-23,4,"carolyn","derek","11117","seagrass_habitat",6.2,"20 - 25",2018-05-24 22:48:06,2018-05-24 22:52:17,"11117",1000,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des","pyro",NA,NA
