"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","collector","hakai_id","sample_type","depth","transect_dist","collected_start","collected_end","density","density_msq","canopy_height_cm","flowering_shoots","comments","quality_log"
"436","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2018-05-24,4,"carolyn","derek","2018-05-24_KOEYE_ESTUARY_INTERIOR4_0","seagrass_density",3.5,0,2018-05-24 17:04:15,2018-05-24 17:13:22,7,112,150,0,NA,"1: 5 flowering"
"437","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2018-05-24,4,"carolyn","derek","2018-05-24_KOEYE_ESTUARY_INTERIOR4_5","seagrass_density",3.5,5,2018-05-24 17:04:15,2018-05-24 17:13:22,12,192,160,0,NA,"1: 4 flowering"
"438","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2018-05-24,4,"carolyn","derek","2018-05-24_KOEYE_ESTUARY_INTERIOR4_10","seagrass_density",3.4,10,2018-05-24 17:04:15,2018-05-24 17:13:22,17,272,200,0,NA,"1: 1 flowering"
"439","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2018-05-24,4,"carolyn","derek","2018-05-24_KOEYE_ESTUARY_INTERIOR4_15","seagrass_density",3.6,15,2018-05-24 17:04:15,2018-05-24 17:13:22,10,160,200,0,NA,NA
"440","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2018-05-24,4,"carolyn","derek","2018-05-24_KOEYE_ESTUARY_INTERIOR4_20","seagrass_density",3.8,20,2018-05-24 17:04:15,2018-05-24 17:13:22,13,208,210,0,NA,"1: 1 flowering"
"441","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2018-05-24,4,"carolyn","derek","2018-05-24_KOEYE_ESTUARY_INTERIOR4_25","seagrass_density",3.9,25,2018-05-24 17:04:15,2018-05-24 17:13:22,12,192,200,0,NA,NA
"442","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2018-05-24,4,"carolyn","derek","2018-05-24_KOEYE_ESTUARY_INTERIOR4_30","seagrass_density",3.6,30,2018-05-24 17:04:15,2018-05-24 17:13:22,13,208,160,0,NA,NA
"443","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2018-08-07,4,"angeleen,krystal","derek","2018-08-07_MCMULLIN_NORTH_INTERIOR4_0","seagrass_density",2.7,0,2018-08-07 22:41:46,2018-08-07 22:48:52,9,144,150,NA,NA,"1: Flowering 0"
"444","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2018-08-07,4,"angeleen,krystal","derek","2018-08-07_MCMULLIN_NORTH_INTERIOR4_5","seagrass_density",2.9,5,2018-08-07 22:41:46,2018-08-07 22:48:52,7,112,160,NA,NA,"1: Flowering 0"
"445","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2018-08-07,4,"angeleen,krystal","derek","2018-08-07_MCMULLIN_NORTH_INTERIOR4_10","seagrass_density",2.9,10,2018-08-07 22:41:46,2018-08-07 22:48:52,13,208,170,NA,NA,"1: Flowering 0"
"446","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2018-08-07,4,"angeleen,krystal","derek","2018-08-07_MCMULLIN_NORTH_INTERIOR4_15","seagrass_density",3.2,15,2018-08-07 22:41:46,2018-08-07 22:48:52,6,96,160,NA,NA,"1: Flowering 0"
"447","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2018-08-07,4,"angeleen,krystal","derek","2018-08-07_MCMULLIN_NORTH_INTERIOR4_20","seagrass_density",3.4,20,2018-08-07 22:41:46,2018-08-07 22:48:52,2,32,150,NA,NA,"1: Flowering 0"
"448","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2018-08-07,4,"angeleen,krystal","derek","2018-08-07_MCMULLIN_NORTH_INTERIOR4_25","seagrass_density",3.6,25,2018-08-07 22:41:46,2018-08-07 22:48:52,5,80,150,NA,NA,"1: Flowering 0"
"449","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR4",2018-08-07,4,"angeleen,krystal","derek","2018-08-07_MCMULLIN_NORTH_INTERIOR4_30","seagrass_density",3.7,30,2018-08-07 22:41:46,2018-08-07 22:48:52,4,64,150,NA,NA,"1: Flowering 0"
"450","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR5",2018-08-10,5,"angeleen,krystal","derek","2018-08-10_TRIQUET_BAY_INTERIOR5_0","seagrass_density",4.5,0,2018-08-10 21:45:45,2018-08-10 21:50:57,6,96,150,NA,NA,"1: Flowering shoots 0"
"451","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR5",2018-08-10,5,"angeleen,krystal","derek","2018-08-10_TRIQUET_BAY_INTERIOR5_5","seagrass_density",4.5,5,2018-08-10 21:45:45,2018-08-10 21:50:57,9,144,160,NA,NA,"1: Flowering shoots 0"
"452","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR5",2018-08-10,5,"angeleen,krystal","derek","2018-08-10_TRIQUET_BAY_INTERIOR5_10","seagrass_density",4.4,10,2018-08-10 21:45:45,2018-08-10 21:50:57,10,160,165,NA,NA,"1: Flowering shoots 0"
"453","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR5",2018-08-10,5,"angeleen,krystal","derek","2018-08-10_TRIQUET_BAY_INTERIOR5_15","seagrass_density",4.3,15,2018-08-10 21:45:45,2018-08-10 21:50:57,12,192,175,NA,NA,"1: Flowering shoots 0"
"454","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR5",2018-08-10,5,"angeleen,krystal","derek","2018-08-10_TRIQUET_BAY_INTERIOR5_20","seagrass_density",4.2,20,2018-08-10 21:45:45,2018-08-10 21:50:57,12,192,165,NA,NA,"1: Flowering shoots 0"
"455","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR5",2018-08-10,5,"angeleen,krystal","derek","2018-08-10_TRIQUET_BAY_INTERIOR5_25","seagrass_density",4.8,25,2018-08-10 21:45:45,2018-08-10 21:50:57,13,208,135,NA,NA,"1: Flowering shoots 0"
"456","HAKAI","CALVERT","MARINEGEO","TRIQUET_BAY","TRIQUET_BAY_INTERIOR5",2018-08-10,5,"angeleen,krystal","derek","2018-08-10_TRIQUET_BAY_INTERIOR5_30","seagrass_density",4,30,2018-08-10 21:45:45,2018-08-10 21:50:57,8,128,150,NA,NA,"1: Flowering shoots 0"
"457","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2016-08-25,4,"Zach","Derek","2016-08-25_CHOKED_PASS_INTERIOR4_30","seagrass_density",5.8,30,2016-08-25 20:19:38,2016-08-25 20:32:46,5,80,125,NA,NA,NA
"458","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2016-08-25,4,"Zach","Derek","2016-08-25_CHOKED_PASS_INTERIOR4_25","seagrass_density",5.8,25,2016-08-25 20:19:38,2016-08-25 20:32:46,3,48,125,NA,NA,NA
"459","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2016-08-25,4,"Zach","Derek","2016-08-25_CHOKED_PASS_INTERIOR4_20","seagrass_density",5.6,20,2016-08-25 20:19:38,2016-08-25 20:32:46,6,96,110,NA,NA,NA
"460","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2016-08-25,4,"Zach","Derek","2016-08-25_CHOKED_PASS_INTERIOR4_15","seagrass_density",5.6,15,2016-08-25 20:19:38,2016-08-25 20:32:46,5,80,100,NA,NA,NA
"461","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2016-08-25,4,"Zach","Derek","2016-08-25_CHOKED_PASS_INTERIOR4_10","seagrass_density",5.6,10,2016-08-25 20:19:38,2016-08-25 20:32:46,1,16,125,NA,NA,NA
"462","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2016-08-25,4,"Zach","Derek","2016-08-25_CHOKED_PASS_INTERIOR4_5","seagrass_density",5.8,5,2016-08-25 20:19:38,2016-08-25 20:32:46,3,48,100,NA,NA,NA
"463","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2016-08-25,4,"Zach","Derek","2016-08-25_CHOKED_PASS_INTERIOR4_0","seagrass_density",5.8,0,2016-08-25 20:19:38,2016-08-25 20:32:46,6,96,100,NA,NA,NA
"464","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE3",2016-08-23,3,"Zach","Derek","2016-08-23_MCMULLIN_SOUTH_EDGE3_30","seagrass_density",1.9,30,2016-08-23 18:06:50,2016-08-23 18:11:56,7,112,50,NA,NA,NA
"465","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE3",2016-08-23,3,"Zach","Derek","2016-08-23_MCMULLIN_SOUTH_EDGE3_25","seagrass_density",1.8,25,2016-08-23 18:06:50,2016-08-23 18:11:56,5,80,50,NA,NA,NA
"466","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE3",2016-08-23,3,"Zach","Derek","2016-08-23_MCMULLIN_SOUTH_EDGE3_20","seagrass_density",1.9,20,2016-08-23 18:06:50,2016-08-23 18:11:56,6,96,50,NA,NA,NA
"467","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE3",2016-08-23,3,"Zach","Derek","2016-08-23_MCMULLIN_SOUTH_EDGE3_15","seagrass_density",1.9,15,2016-08-23 18:06:50,2016-08-23 18:11:56,4,64,75,NA,NA,NA
"468","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE3",2016-08-23,3,"Zach","Derek","2016-08-23_MCMULLIN_SOUTH_EDGE3_10","seagrass_density",2.1,10,2016-08-23 18:06:50,2016-08-23 18:11:56,2,32,65,NA,NA,NA
"469","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE3",2016-08-23,3,"Zach","Derek","2016-08-23_MCMULLIN_SOUTH_EDGE3_5","seagrass_density",2.1,5,2016-08-23 18:06:50,2016-08-23 18:11:56,9,144,75,NA,NA,NA
"470","HAKAI","CALVERT","MARINEGEO","MCMULLIN_SOUTH","MCMULLIN_SOUTH_EDGE3",2016-08-23,3,"Zach","Derek","2016-08-23_MCMULLIN_SOUTH_EDGE3_0","seagrass_density",2.2,0,2016-08-23 18:06:50,2016-08-23 18:11:56,3,48,60,NA,NA,NA
"471","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2016-08-21,6,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR6_0","seagrass_density",1.5,0,2016-08-21 18:36:03,2016-08-21 18:44:11,9,144,125,NA,NA,NA
"472","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2016-08-21,6,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR6_30","seagrass_density",3,30,2016-08-21 18:36:03,2016-08-21 18:44:11,7,112,125,NA,NA,NA
"473","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2016-08-21,6,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR6_25","seagrass_density",2.5,25,2016-08-21 18:36:03,2016-08-21 18:44:11,6,96,125,NA,NA,NA
"474","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2016-08-21,6,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR6_20","seagrass_density",2.3,20,2016-08-21 18:36:03,2016-08-21 18:44:11,4,64,125,NA,NA,NA
"475","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2016-08-21,6,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR6_15","seagrass_density",2.1,15,2016-08-21 18:36:03,2016-08-21 18:44:11,7,112,100,NA,NA,NA
"476","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2016-08-21,6,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR6_10","seagrass_density",1.9,10,2016-08-21 18:36:03,2016-08-21 18:44:11,10,160,100,NA,NA,NA
"477","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_INTERIOR6",2016-08-21,6,"Zach","Derek","2016-08-21_MCMULLIN_NORTH_INTERIOR6_5","seagrass_density",1.6,5,2016-08-21 18:36:03,2016-08-21 18:44:11,9,144,110,NA,NA,NA
"478","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2016-06-20,6,"Zach","Ondine","2016-06-20_CHOKED_PASS_INTERIOR6_30","seagrass_density",7.3,30,2016-06-20 17:52:21,2016-06-20 18:04:33,4,64,110,NA,NA,NA
"479","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2016-06-20,6,"Zach","Ondine","2016-06-20_CHOKED_PASS_INTERIOR6_25","seagrass_density",7.3,25,2016-06-20 17:52:21,2016-06-20 18:04:33,10,160,200,NA,NA,NA
"480","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2016-06-20,6,"Zach","Ondine","2016-06-20_CHOKED_PASS_INTERIOR6_20","seagrass_density",7.3,20,2016-06-20 17:52:21,2016-06-20 18:04:33,3,48,140,NA,NA,NA
"481","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2016-06-20,6,"Zach","Ondine","2016-06-20_CHOKED_PASS_INTERIOR6_15","seagrass_density",7.2,15,2016-06-20 17:52:21,2016-06-20 18:04:33,6,96,180,NA,NA,NA
"482","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2016-06-20,6,"Zach","Ondine","2016-06-20_CHOKED_PASS_INTERIOR6_10","seagrass_density",7.2,10,2016-06-20 17:52:21,2016-06-20 18:04:33,6,96,180,NA,NA,NA
"483","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2016-06-20,6,"Zach","Ondine","2016-06-20_CHOKED_PASS_INTERIOR6_5","seagrass_density",7.1,5,2016-06-20 17:52:21,2016-06-20 18:04:33,0,0,0,NA,NA,NA
"484","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2016-06-20,6,"Zach","Ondine","2016-06-20_CHOKED_PASS_INTERIOR6_0","seagrass_density",7.1,0,2016-06-20 17:52:21,2016-06-20 18:04:33,6,96,100,NA,NA,NA
"485","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-06-16,5,"Ondine","Other","2016-06-16_PRUTH_BAY_INTERIOR5_0","seagrass_density",2.8,0,2016-06-16 17:45:52,2016-06-16 18:01:11,16,256,35,NA,NA,NA
"486","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-06-16,5,"Ondine","Other","2016-06-16_PRUTH_BAY_INTERIOR5_30","seagrass_density",2.7,30,2016-06-16 17:45:52,2016-06-16 18:01:11,13,208,45,NA,NA,NA
"487","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-06-16,5,"Ondine","Other","2016-06-16_PRUTH_BAY_INTERIOR5_25","seagrass_density",2.7,25,2016-06-16 17:45:52,2016-06-16 18:01:11,18,288,50,NA,NA,NA
"488","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-06-16,5,"Ondine","Other","2016-06-16_PRUTH_BAY_INTERIOR5_20","seagrass_density",2.7,20,2016-06-16 17:45:52,2016-06-16 18:01:11,24,384,45,NA,NA,NA
"489","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-06-16,5,"Ondine","Other","2016-06-16_PRUTH_BAY_INTERIOR5_15","seagrass_density",2.8,15,2016-06-16 17:45:52,2016-06-16 18:01:11,24,384,60,NA,NA,NA
"490","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-06-16,5,"Ondine","Other","2016-06-16_PRUTH_BAY_INTERIOR5_10","seagrass_density",2.8,10,2016-06-16 17:45:52,2016-06-16 18:01:11,16,256,40,NA,NA,NA
"491","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2016-06-16,5,"Ondine","Other","2016-06-16_PRUTH_BAY_INTERIOR5_5","seagrass_density",2.7,5,2016-06-16 17:45:52,2016-06-16 18:01:11,15,240,45,NA,NA,NA
"492","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2016-06-16,2,"Ondine","Other","2016-06-16_PRUTH_BAY_EDGE2_0","seagrass_density",3.5,0,2016-06-16 16:21:37,2016-06-16 16:37:50,10,160,60,NA,NA,NA
"493","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2016-06-16,2,"Ondine","Other","2016-06-16_PRUTH_BAY_EDGE2_30","seagrass_density",4.1,30,2016-06-16 16:21:37,2016-06-16 16:37:50,4,64,75,NA,NA,NA
"494","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2016-06-16,2,"Ondine","Other","2016-06-16_PRUTH_BAY_EDGE2_25","seagrass_density",3.9,25,2016-06-16 16:21:37,2016-06-16 16:37:50,12,192,70,NA,NA,NA
"495","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2016-06-16,2,"Ondine","Other","2016-06-16_PRUTH_BAY_EDGE2_20","seagrass_density",3.7,20,2016-06-16 16:21:37,2016-06-16 16:37:50,11,176,65,NA,NA,NA
"496","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2016-06-16,2,"Ondine","Other","2016-06-16_PRUTH_BAY_EDGE2_15","seagrass_density",3.6,15,2016-06-16 16:21:37,2016-06-16 16:37:50,6,96,75,NA,NA,NA
"497","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2016-06-16,2,"Ondine","Other","2016-06-16_PRUTH_BAY_EDGE2_10","seagrass_density",3.4,10,2016-06-16 16:21:37,2016-06-16 16:37:50,7,112,80,NA,NA,NA
"498","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2016-06-16,2,"Ondine","Other","2016-06-16_PRUTH_BAY_EDGE2_5","seagrass_density",3.5,5,2016-06-16 16:21:37,2016-06-16 16:37:50,7,112,80,NA,NA,NA
"499","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1",2018-06-20,1,"angeleen","derek","2018-06-20_PRUTH_BAY_EDGE1_0","seagrass_density",2.8,0,2018-06-20 21:47:12,2018-06-20 21:53:22,3,48,60,NA,NA,"1: O flowering"
"500","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1",2018-06-20,1,"angeleen","derek","2018-06-20_PRUTH_BAY_EDGE1_10","seagrass_density",3.3,10,2018-06-20 21:47:12,2018-06-20 21:53:22,8,128,65,NA,NA,"1: 0 flowering"
"501","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1",2018-06-20,1,"angeleen","derek","2018-06-20_PRUTH_BAY_EDGE1_15","seagrass_density",3.4,15,2018-06-20 21:47:12,2018-06-20 21:53:22,6,96,80,NA,NA,"1: 0 flowering"
"502","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1",2018-06-20,1,"angeleen","derek","2018-06-20_PRUTH_BAY_EDGE1_20","seagrass_density",3.3,20,2018-06-20 21:47:12,2018-06-20 21:53:22,5,80,65,NA,NA,"1: 0 flowering"
"503","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1",2018-06-20,1,"angeleen","derek","2018-06-20_PRUTH_BAY_EDGE1_25","seagrass_density",2.9,25,2018-06-20 21:47:12,2018-06-20 21:53:22,4,64,60,NA,NA,"1: 0 flowering"
"504","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1",2018-06-20,1,"angeleen","derek","2018-06-20_PRUTH_BAY_EDGE1_30","seagrass_density",2.7,30,2018-06-20 21:47:12,2018-06-20 21:53:22,10,160,60,NA,NA,"1: 0 flowering"
"505","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE1",2018-06-20,1,"angeleen","derek","2018-06-20_PRUTH_BAY_EDGE1_5","seagrass_density",3.1,5,2018-06-20 21:47:12,2018-06-20 21:53:22,4,64,60,NA,NA,"1: 0 flowering"
"506","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2015-06-28,3,NA,"tristan","2015-06-28_GOOSE_SOUTHWEST_EDGE3_0","seagrass_density",5.4864,0,2015-06-28 21:33:00,2015-06-28 21:39:00,6,96,103,NA,NA,NA
"507","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2015-06-28,3,NA,"tristan","2015-06-28_GOOSE_SOUTHWEST_EDGE3_10","seagrass_density",5.4864,10,2015-06-28 21:33:00,2015-06-28 21:39:00,7,112,133,NA,NA,NA
"508","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2015-06-28,3,NA,"tristan","2015-06-28_GOOSE_SOUTHWEST_EDGE3_20","seagrass_density",5.4864,20,2015-06-28 21:33:00,2015-06-28 21:39:00,5,80,62,NA,NA,"1: pisaster brevispinis - cat 4"
"509","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE3",2015-06-28,3,NA,"tristan","2015-06-28_GOOSE_SOUTHWEST_EDGE3_30","seagrass_density",5.4864,30,2015-06-28 21:33:00,2015-06-28 21:39:00,6,96,96,NA,NA,NA
"510","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_0","seagrass_density",7.62,0,2015-07-29 17:55:00,2015-07-29 18:04:00,15,240,152,NA,NA,NA
"511","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_5","seagrass_density",7.62,5,2015-07-29 17:55:00,2015-07-29 18:04:00,13,208,167,NA,NA,NA
"512","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_10","seagrass_density",7.62,10,2015-07-29 17:55:00,2015-07-29 18:04:00,11,176,123,NA,NA,NA
"513","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_15","seagrass_density",7.62,15,2015-07-29 17:55:00,2015-07-29 18:04:00,12,192,137,NA,NA,NA
"514","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_20","seagrass_density",7.62,20,2015-07-29 17:55:00,2015-07-29 18:04:00,9,144,136,NA,NA,NA
"515","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_25","seagrass_density",7.62,25,2015-07-29 17:55:00,2015-07-29 18:04:00,12,192,144,NA,NA,NA
"516","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_30","seagrass_density",7.62,30,2015-07-29 17:55:00,2015-07-29 18:04:00,15,240,141,NA,NA,NA
"517","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_35","seagrass_density",7.62,35,2015-07-29 17:55:00,2015-07-29 18:04:00,14,224,149,NA,NA,NA
"518","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2015-07-29,6,NA,"tristan","2015-07-29_CHOKED_PASS_INTERIOR6_40","seagrass_density",7.62,40,2015-07-29 17:55:00,2015-07-29 18:04:00,14,224,152,NA,NA,NA
"519","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","7",2015-07-29,7,NA,"tristan","2015-07-29_7_0","seagrass_density",4.8768,0,2015-07-29 18:38:00,2015-07-29 18:48:00,15,240,155,NA,NA,NA
"520","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","7",2015-07-29,7,NA,"tristan","2015-07-29_7_5","seagrass_density",4.8768,5,2015-07-29 18:38:00,2015-07-29 18:48:00,13,208,150,NA,NA,NA
"521","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","7",2015-07-29,7,NA,"tristan","2015-07-29_7_10","seagrass_density",4.8768,10,2015-07-29 18:38:00,2015-07-29 18:48:00,13,208,170,NA,NA,NA
"522","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","7",2015-07-29,7,NA,"tristan","2015-07-29_7_15","seagrass_density",4.8768,15,2015-07-29 18:38:00,2015-07-29 18:48:00,14,224,176,NA,NA,NA
"523","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","7",2015-07-29,7,NA,"tristan","2015-07-29_7_20","seagrass_density",4.8768,20,2015-07-29 18:38:00,2015-07-29 18:48:00,12,192,182,NA,NA,NA
"524","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","7",2015-07-29,7,NA,"tristan","2015-07-29_7_25","seagrass_density",4.8768,25,2015-07-29 18:38:00,2015-07-29 18:48:00,12,192,164,NA,NA,NA
"525","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","7",2015-07-29,7,NA,"tristan","2015-07-29_7_30","seagrass_density",4.8768,30,2015-07-29 18:38:00,2015-07-29 18:48:00,12,192,164,NA,NA,NA
