Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal _degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Accepted_Organism_Identification,Life_Stage,APHIA_ID,Abundance_[#/m3],Biomass_[mg dw/m3]
AMBON2017,ML6.4,TWINRING_150UM_MICROSCOPY,2017-08-09T21:00,-162.6442,70.5097,37,,34,Oithona similis, ,106656,324.664,0.3917
AMBON2017,ML6.4,TWINRING_150UM_MICROSCOPY,2017-08-09T21:00,-162.6442,70.5097,37,,34,Calanus glacialis/marshallae, ,196770,2.301,0.7558
AMBON2017,ML6.4,TWINRING_150UM_MICROSCOPY,2017-08-09T21:00,-162.6442,70.5097,37,,34,Aglantha digitale, ,117849,0.418,1.4679
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Rotifera, ,14260,7.077,0.0001
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Limacina helicina, ,140223,0.885,0.0003
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Microsetella, ,115341,0.221,0.0003
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Cirripedia,nauplii,1082,3.539,0.0008
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Pseudocalanus mimus, ,355067,0.111,0.0012
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Tortanus discaudatus, ,157684,0.221,0.0012
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Acartia, ,104108,5.308,0.0027
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Bryozoa,cyphonautes,146142,10.616,0.0052
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Pseudocalanus newmani, ,157679,1.769,0.0058
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Obelia longissima, ,117389,0.885,0.0059
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Gastropoda,larvae,101,7.077,0.0064
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Calanoida,nauplii,1100,21.231,0.0081
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Aglantha digitale, ,117849,7.077,0.015
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Centropages abdominalis, ,196774,10.616,0.0206
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Euphausiacea,furcilia,1128,0.221,0.0224
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Brachyura,zoea,106673,0.221,0.0238
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Ophiuroidea,larvae,123084,14.154,0.0243
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Pseudocalanus,male,104165,10.616,0.026
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Echinodermata,larvae,1806,424.628,0.0397
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Acartia longiremis, ,104257,17.693,0.0531
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Fritillaria borealis, ,103375,353.857,0.0545
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Pseudocalanus acuspes, ,104514,17.693,0.082
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Melicertum octocostatum, ,117743,0.111,0.0878
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Bivalvia, ,105,537.863,0.127
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Calanus glacialis/marshallae, ,196770,0.553,0.1559
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Ctenophora, ,1248,9.731,0.159
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Pseudocalanus, ,104165,104.388,0.1803
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Parasagitta elegans, ,105440,0.663,0.2307
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Polychaeta,larvae,883,318.471,0.2699
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Cirripedia,cyprid,1082,12.385,0.2771
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Paguridae,zoea,106738,0.442,0.2792
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Echinodermata,bipinnaria,1806,141.543,0.3224
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Oithona similis, ,106656,452.937,0.3922
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Decapoda,megalopa,1130,0.332,0.4636
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Parasagitta elegans, ,105440,10.173,0.786
AMBON2017,ML1.4,TWINRING_150UM_MICROSCOPY,2017-08-17T22:44,-163.765,70.3978,37,,34,Aglantha digitale, ,117849,0.332,1.3614
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Rotifera, ,14260,2.565,0.00001
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Calanus glacialis/marshallae, ,196770,0.16,0.0001
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Euphausiacea, ,1128,0.321,0.0003
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Gammaridae, ,101383,0.08,0.0003
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Cyclopoida,nauplii,1101,0.641,0.0004
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Limacina helicina, ,140223,0.641,0.0004
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Tortanus discaudatus, ,157684,0.08,0.0004
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Oikopleura vanhoeffeni, ,103417,0.16,0.0005
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Gastropoda,larvae,101,1.282,0.0009
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Echinodermata,larvae,1806,30.776,0.0011
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Pseudocalanus newmani, ,157679,0.641,0.0018
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Acartia hudsonica, ,157664,0.641,0.0021
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Pseudocalanus acuspes, ,104514,0.321,0.0021
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Pseudocalanus mimus, ,355067,0.321,0.0024
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Pseudocalanus,male,104165,0.962,0.0029
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Acartia longiremis, ,104257,1.282,0.0047
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Calanoida,nauplii,1100,20.517,0.0079
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Cirripedia,nauplii,1082,26.929,0.0087
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Acartia, ,104108,7.694,0.0119
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Euphausiacea,juvenile,1128,0.08,0.014
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Pseudocalanus, ,104165,12.503,0.0209
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Aglantha digitale, ,117849,22.441,0.0216
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Polychaeta,larvae,883,25.646,0.0229
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Centropages abdominalis, ,196774,7.373,0.0384
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Paguridae,zoea,106738,0.16,0.0515
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Decapoda,megalopa,1130,0.08,0.0906
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Parasagitta elegans, ,105440,4.007,0.207
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Bivalvia, ,105,1138.703,0.2789
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Fritillaria borealis, ,103375,789.911,0.3049
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Clione limacina, ,139178,0.16,0.3427
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Oithona similis, ,106656,359.05,0.383
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Ophiuroidea,larvae,123084,646.291,0.4858
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Echinodermata,bipinnaria,1806,235.947,0.4969
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Melicertum octocostatum, ,117743,1.282,0.6534
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Aglantha digitale, ,117849,0.16,0.6537
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Cirripedia,cyprid,1082,32.058,0.6946
AMBON2017,ML6.5,TWINRING_150UM_MICROSCOPY,2017-08-10T00:41,-162.2508,70.6267,41,,38,Calanus glacialis/marshallae, ,196770,2.805,0.8887
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Limacina helicina, ,140223,0.573,0.0001
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Cnidaria, ,1267,0.286,0.0005
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Harpacticoida, ,1102,0.286,0.0013
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Plotocnide borealis, ,117458,0.286,0.0018
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Gastropoda,larvae,101,1.145,0.002
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Evadne nordmanni, ,106273,1.145,0.0022
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Ophiuroidea,larvae,123084,4.581,0.0022
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Aglantha digitale, ,117849,3.436,0.0027
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Podon leuckartii, ,106277,4.581,0.0032
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Microsetella, ,115341,1.718,0.0035
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Acartia, ,104108,3.436,0.0056
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Pseudocalanus,male,104165,1.145,0.0061
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Centropages abdominalis, ,196774,3.436,0.0071
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Cirripedia,nauplii,1082,6.872,0.01
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Bivalvia, ,105,34.36,0.0109
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Triconia borealis, ,128956,5.727,0.0111
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Clione limacina, ,139178,0.286,0.0122
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Halitholus cirratus, ,157951,0.072,0.0144
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Cerianthus, ,100782,4.581,0.0202
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Euphausiacea,calytopsis,1128,1.145,0.0321
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Acartia longiremis, ,104257,6.872,0.034
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Pseudocalanus acuspes, ,104514,4.009,0.0396
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Calanoida,nauplii,1100,68.72,0.0446
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Paguridae,zoea,106738,0.072,0.0484
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Fritillaria borealis, ,103375,164.928,0.0494
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Echinodermata,larvae,1806,586.409,0.0509
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Aglantha digitale, ,117849,0.072,0.0525
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Pseudocalanus minutus, ,104517,2.863,0.0573
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Amphipoda, ,1135,0.072,0.0629
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Brachyura,zoea,106673,0.358,0.0637
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Calanus glacialis/marshallae, ,196770,4.581,0.0722
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Mertensia ovum, ,106377,0.072,0.0734
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Clione limacina, ,139178,0.072,0.0888
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Decapoda,larvae,1130,0.072,0.135
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Euphausiacea,furcilia,1128,1.575,0.1663
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Limacina helicina, ,140223,0.215,0.2203
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Oikopleura vanhoeffeni, ,103417,0.787,0.2497
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Oikopleura vanhoeffeni, ,103417,1007.891,0.2639
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Pseudocalanus, ,104165,194.706,0.4076
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Oithona similis, ,106656,513.108,0.4949
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Parasagitta elegans, ,105440,14.889,0.5764
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Polychaeta,larvae,883,251.973,1.9731
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Parasagitta elegans, ,105440,2.004,2.3874
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Cirripedia,cyprid,1082,137.44,2.5596
AMBON2017,ML4.11,TWINRING_150UM_MICROSCOPY,2017-08-13T14:54,-162.9294,72.1088,41,,38,Calanus glacialis/marshallae, ,196770,16.607,5.2488
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Aglantha digitale, ,117849,1.716,0.0002
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Rathkea octopunctata, ,117848,0.107,0.0009
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Plotocnide borealis, ,117458,0.214,0.002
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Microcalanus, ,104164,1.716,0.0025
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Eurytemora, ,104240,3.431,0.003
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Oikopleura vanhoeffeni, ,103417,10.294,0.0082
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Calanoida,nauplii,1100,8.578,0.0088
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Acartia, ,104108,8.578,0.0113
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Pseudocalanus newmani, ,157679,3.431,0.0127
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Cirripedia,nauplii,1082,5.147,0.0139
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Centropages abdominalis, ,196774,0.858,0.0148
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Pseudocalanus mimus, ,355067,1.716,0.0149
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Cerianthus, ,100782,7.721,0.0243
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Pseudocalanus,male,104165,10.294,0.0465
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Pseudocalanus acuspes, ,104514,12.01,0.0684
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Brachyura,zoea,106673,0.536,0.0733
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Acartia longiremis, ,104257,17.157,0.0756
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Gammaridae, ,101383,0.107,0.0999
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Hyperoche medusarum, ,103256,0.107,0.121
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Aglantha digitale, ,117849,0.107,0.1216
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Pseudocalanus minutus, ,104517,8.578,0.1516
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Polychaeta,larvae,883,32.598,0.2124
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Paguridae,zoea,106738,0.751,0.2483
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Hippolytidae, ,106777,0.429,0.2541
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Mertensia ovum, ,106377,0.214,0.3281
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Clione limacina, ,139178,0.107,0.3384
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Narcomedusae, ,16349,1.716,0.4335
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Parasagitta elegans, ,105440,60.048,0.502
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Oithona similis, ,106656,542.152,0.5758
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Halitholus cirratus, ,157951,0.322,0.6734
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Euphausiacea,furcilia,1128,9.436,0.7087
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Pseudocalanus, ,104165,205.88,1.0924
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Dimophyes arctica,eudoxid,135418,1.716,2.9311
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Limacina helicina, ,140223,0.107,3.0115
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Cirripedia,cyprid,1082,161.273,3.1477
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Calanus glacialis/marshallae, ,196770,223.037,5.1393
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Aeginopsis laurentii, ,117265,3.431,5.8085
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Parasagitta elegans, ,105440,7.721,12.2506
AMBON2017,ML4.12,TWINRING_150UM_MICROSCOPY,2017-08-13T18:56,-163.3123,72.2397,41,,38,Calanus glacialis/marshallae, ,196770,384.31,82.354
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Rotifera, ,14260,3.235,0.00001
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Cnidaria, ,1267,0.101,0.0005
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Bivalvia, ,105,9.706,0.0019
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Aglantha digitale, ,117849,1.618,0.004
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Calanus glacialis/marshallae, ,196770,0.809,0.0045
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Acartia, ,104108,3.235,0.0059
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Cerianthus, ,100782,12.941,0.0194
AMBON2017,ML3.12,TWINRING_150UM_MICROSCOPY,2017-08-15T19:18,-164.5617,71.8718,41,,38,Acartia longiremis, ,104257,6.471,0.023
